orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber
13028,2022-08-26,2022-09-02,2022-08-30,Shipped,Special discount applied.,24078
13029,2022-05-13,2022-06-11,2022-05-23,Shipped,Customer requested expedited shipping.,23960
13030,2024-12-12,2024-12-29,2024-12-17,Disputed,Check stock before processing.,23604
13031,2024-03-10,2024-03-18,,In Process,Backorder — ship when available.,23559
13032,2025-12-21,2026-01-08,2025-12-23,Shipped,,21242
13033,2024-11-01,2024-11-22,2024-11-05,Shipped,,22930
13034,2024-10-02,2024-10-22,2024-10-12,Shipped,Backorder — ship when available.,22788
13035,2022-04-02,2022-04-14,,On Hold,Customer requested expedited shipping.,22606
13036,2022-11-23,2022-12-01,2022-12-03,Shipped,,24157
13037,2024-05-23,2024-06-09,,Cancelled,,22256
13038,2022-07-03,2022-08-01,2022-07-06,Shipped,Fragile items — handle with care.,22987
13039,2025-05-20,2025-06-02,2025-05-24,Shipped,,20101
13040,2026-03-15,2026-04-04,,On Hold,,20858
13041,2024-11-01,2024-11-18,2024-11-09,Shipped,Special discount applied.,23105
13042,2025-06-10,2025-07-10,2025-06-16,Disputed,,23858
13043,2023-02-09,2023-03-06,,On Hold,Priority customer — rush order.,21490
13044,2025-12-10,2025-12-29,2025-12-13,Shipped,,23283
13045,2025-03-11,2025-04-10,,In Process,International shipment — customs docs needed.,21831
13046,2022-10-11,2022-10-22,2022-10-12,Disputed,Customer will pick up at warehouse.,22180
13047,2024-01-06,2024-02-05,2024-01-12,Shipped,Backorder — ship when available.,21803
13048,2024-10-15,2024-11-13,2024-10-16,Shipped,,20884
13049,2023-02-07,2023-02-23,2023-02-09,Shipped,Special discount applied.,21252
13050,2026-05-31,2026-06-13,,In Process,Check stock before processing.,22915
13051,2023-12-09,2024-01-07,2023-12-11,Shipped,Hold for customer confirmation.,21847
13052,2026-02-09,2026-03-05,2026-02-14,Shipped,Customer will pick up at warehouse.,23937
13053,2024-04-15,2024-05-04,2024-04-23,Disputed,Verified credit before processing.,24207
13054,2026-07-10,2026-07-18,,Cancelled,Hold for customer confirmation.,21279
13055,2022-12-31,2023-01-14,,In Process,International shipment — customs docs needed.,20290
13056,2022-06-29,2022-07-24,,In Process,Gift wrapping requested.,22773
13057,2023-10-29,2023-11-21,2023-10-31,Shipped,International shipment — customs docs needed.,22320
13058,2024-10-31,2024-11-26,,On Hold,,23609
13059,2023-02-07,2023-02-18,2023-02-12,Shipped,,20448
13060,2022-07-20,2022-08-05,,In Process,Fragile items — handle with care.,24148
13061,2025-06-04,2025-06-13,,On Hold,Call before delivery.,23029
13062,2022-09-15,2022-09-24,2022-09-18,Shipped,,22610
13063,2026-03-29,2026-04-26,2026-04-02,Resolved,,24294
13064,2024-11-16,2024-11-28,2024-11-18,Shipped,Backorder — ship when available.,24970
13065,2024-05-27,2024-06-07,2024-06-02,Shipped,Fragile items — handle with care.,22835
13066,2024-03-08,2024-04-01,,Cancelled,Check stock before processing.,22200
13067,2023-03-16,2023-04-03,2023-03-24,Shipped,Partial shipment approved by customer.,24378
13068,2025-07-04,2025-07-29,,On Hold,,23872
13069,2022-08-27,2022-09-05,,Cancelled,,24481
13070,2024-07-02,2024-07-29,,On Hold,,22030
13071,2025-06-21,2025-07-17,2025-06-29,Shipped,Special discount applied.,24962
13072,2025-09-29,2025-10-29,2025-10-08,Resolved,Priority customer — rush order.,23219
13073,2023-04-09,2023-04-28,2023-04-10,Disputed,Hold for customer confirmation.,21549
13074,2025-10-26,2025-11-05,,Cancelled,,21963
13075,2026-06-23,2026-07-01,2026-07-01,Disputed,,21842
13076,2025-07-27,2025-08-17,2025-07-30,Disputed,Verified credit before processing.,20406
13077,2025-01-07,2025-01-16,2025-01-09,Shipped,,20107
13078,2022-04-16,2022-05-09,2022-04-17,Resolved,,20846
13079,2026-01-28,2026-02-04,2026-02-02,Resolved,,20923
13080,2023-09-24,2023-10-24,2023-10-01,Shipped,Check stock before processing.,23361
13081,2023-02-06,2023-02-28,,In Process,Special discount applied.,24899
13082,2022-05-29,2022-06-05,2022-06-07,Disputed,International shipment — customs docs needed.,24908
13083,2024-11-08,2024-12-05,2024-11-18,Shipped,,22707
13084,2023-07-02,2023-07-11,2023-07-06,Shipped,,20835
13085,2024-01-22,2024-02-09,2024-01-30,Shipped,,20650
13086,2024-05-15,2024-05-29,,In Process,Hold for customer confirmation.,22838
13087,2024-04-22,2024-05-08,2024-04-25,Shipped,,20795
13088,2024-02-22,2024-03-03,2024-02-27,Shipped,Hold for customer confirmation.,21967
13089,2026-05-06,2026-05-28,2026-05-16,Shipped,Backorder — ship when available.,21884
13090,2024-12-14,2025-01-02,2024-12-15,Resolved,,24720
13091,2023-07-09,2023-07-24,2023-07-18,Resolved,Priority customer — rush order.,20836
13092,2022-06-21,2022-07-05,2022-07-01,Shipped,Check stock before processing.,22782
13093,2026-01-09,2026-01-29,2026-01-19,Shipped,,24017
13094,2025-11-24,2025-12-17,,In Process,Check stock before processing.,21062
13095,2026-03-18,2026-04-13,2026-03-19,Disputed,Fragile items — handle with care.,21238
13096,2022-06-16,2022-07-13,2022-06-23,Shipped,,23371
13097,2022-01-22,2022-02-01,2022-02-01,Resolved,,21661
13098,2025-08-24,2025-09-14,2025-08-30,Resolved,Special discount applied.,20686
13099,2026-03-25,2026-04-04,2026-03-26,Shipped,Customer will pick up at warehouse.,23829
13100,2022-05-27,2022-06-13,2022-05-28,Shipped,Please ship as soon as possible.,24232
13101,2023-06-17,2023-06-29,,Cancelled,Customer will pick up at warehouse.,23005
13102,2022-08-09,2022-08-26,,On Hold,Partial shipment approved by customer.,22872
13103,2024-05-13,2024-06-01,,Cancelled,Backorder — ship when available.,23359
13104,2022-07-03,2022-07-13,2022-07-04,Shipped,,24546
13105,2023-03-10,2023-03-22,2023-03-20,Shipped,,24042
13106,2024-12-27,2025-01-21,,Cancelled,Replacement for damaged order.,24867
13107,2025-05-27,2025-06-13,,In Process,,23461
13108,2022-11-11,2022-11-30,2022-11-16,Shipped,Check stock before processing.,23235
13109,2025-11-08,2025-11-19,2025-11-16,Shipped,Check stock before processing.,20920
13110,2023-09-19,2023-10-05,2023-09-25,Resolved,,24331
13111,2026-01-17,2026-01-24,2026-01-22,Shipped,,24880
13112,2025-11-02,2025-11-23,2025-11-04,Resolved,,21396
13113,2026-07-13,2026-07-24,2026-07-16,Shipped,Call before delivery.,23774
13114,2023-10-03,2023-10-14,2023-10-12,Shipped,Call before delivery.,24716
13115,2025-06-30,2025-07-20,,On Hold,,21366
13116,2026-06-26,2026-07-24,,Cancelled,Priority customer — rush order.,22356
13117,2025-11-29,2025-12-26,2025-12-05,Shipped,Priority customer — rush order.,21282
13118,2022-11-24,2022-12-16,2022-11-30,Shipped,Hold for customer confirmation.,22274
13119,2024-06-04,2024-06-21,2024-06-05,Shipped,International shipment — customs docs needed.,22837
13120,2024-06-17,2024-07-14,2024-06-23,Shipped,,24216
13121,2022-12-11,2023-01-09,2022-12-12,Disputed,Replacement for damaged order.,22634
13122,2024-09-11,2024-10-09,,In Process,,20618
13123,2023-12-20,2024-01-16,2023-12-25,Shipped,Replacement for damaged order.,24187
13124,2023-10-06,2023-10-18,2023-10-14,Shipped,Replacement for damaged order.,20474
13125,2022-06-30,2022-07-14,,On Hold,,22479
13126,2025-02-24,2025-03-22,,In Process,Customer requested expedited shipping.,22568
13127,2026-03-18,2026-03-31,2026-03-21,Resolved,Partial shipment approved by customer.,22849
13128,2023-09-13,2023-09-21,2023-09-18,Shipped,Partial shipment approved by customer.,23056
13129,2026-01-09,2026-01-23,,On Hold,Special discount applied.,24476
13130,2024-06-17,2024-07-07,2024-06-21,Resolved,,23204
13131,2023-07-01,2023-07-28,,In Process,Customer will pick up at warehouse.,24500
13132,2023-01-30,2023-02-14,,In Process,,20291
13133,2026-04-30,2026-05-22,2026-05-01,Shipped,Please ship as soon as possible.,23006
13134,2024-02-24,2024-03-22,2024-03-01,Resolved,,20143
13135,2025-07-23,2025-08-04,2025-07-31,Shipped,Backorder — ship when available.,20063
13136,2024-05-22,2024-06-08,2024-05-31,Shipped,,22938
13137,2025-06-07,2025-07-02,2025-06-11,Shipped,,20560
13138,2023-07-02,2023-07-21,2023-07-08,Shipped,Verified credit before processing.,24065
13139,2023-08-30,2023-09-19,2023-09-03,Shipped,International shipment — customs docs needed.,20551
13140,2022-09-27,2022-10-18,2022-10-06,Shipped,Backorder — ship when available.,23777
13141,2025-11-16,2025-12-09,2025-11-24,Shipped,Partial shipment approved by customer.,23211
13142,2023-06-30,2023-07-21,2023-07-01,Resolved,Check stock before processing.,24791
13143,2022-08-08,2022-08-26,,On Hold,Fragile items — handle with care.,20988
13144,2022-05-14,2022-06-04,2022-05-23,Shipped,,21673
13145,2025-08-29,2025-09-25,2025-09-04,Resolved,,20582
13146,2024-11-21,2024-12-03,,In Process,,21147
13147,2023-04-04,2023-04-20,2023-04-07,Shipped,Fragile items — handle with care.,23452
13148,2022-05-21,2022-06-10,2022-05-28,Shipped,,22865
13149,2026-05-16,2026-05-24,,On Hold,Hold for customer confirmation.,20573
13150,2023-08-23,2023-09-20,2023-08-25,Shipped,,22719
13151,2023-12-03,2023-12-16,2023-12-09,Shipped,Backorder — ship when available.,22550
13152,2022-05-25,2022-06-06,2022-05-28,Shipped,Gift wrapping requested.,24129
13153,2026-04-04,2026-04-11,2026-04-07,Resolved,,21744
13154,2023-02-03,2023-02-18,2023-02-09,Disputed,Check stock before processing.,20464
13155,2023-01-31,2023-02-08,,Cancelled,,24995
13156,2023-09-28,2023-10-15,2023-10-04,Shipped,,22838
13157,2024-11-21,2024-12-15,2024-11-24,Resolved,Customer will pick up at warehouse.,23430
13158,2022-07-04,2022-07-16,,Cancelled,,24236
13159,2022-11-19,2022-11-28,2022-11-22,Resolved,Hold for customer confirmation.,22813
13160,2022-12-14,2023-01-03,2022-12-15,Shipped,,23652
13161,2022-12-06,2022-12-19,2022-12-09,Disputed,Special discount applied.,23778
13162,2025-02-12,2025-03-04,,In Process,Hold for customer confirmation.,21240
13163,2022-04-24,2022-05-13,2022-04-29,Shipped,,23744
13164,2023-10-25,2023-11-05,,Cancelled,Please ship as soon as possible.,22906
13165,2024-01-14,2024-02-11,2024-01-19,Shipped,Backorder — ship when available.,21716
13166,2022-04-19,2022-05-06,,Cancelled,,20359
13167,2023-08-03,2023-08-28,2023-08-04,Shipped,,21848
13168,2025-01-15,2025-02-03,,In Process,Customer requested expedited shipping.,24513
13169,2023-06-14,2023-07-09,2023-06-24,Shipped,Customer requested expedited shipping.,24594
13170,2024-09-03,2024-09-16,2024-09-08,Shipped,Check stock before processing.,21548
13171,2025-03-31,2025-04-14,2025-04-03,Resolved,Customer requested expedited shipping.,20473
13172,2026-04-12,2026-05-08,2026-04-15,Resolved,Priority customer — rush order.,23683
13173,2026-02-07,2026-02-26,2026-02-08,Shipped,Call before delivery.,21120
13174,2023-03-08,2023-04-02,2023-03-13,Shipped,Backorder — ship when available.,22520
13175,2025-07-27,2025-08-23,2025-08-05,Shipped,Customer requested expedited shipping.,23838
13176,2024-11-01,2024-11-27,,In Process,,24259
13177,2023-02-18,2023-03-01,2023-02-20,Shipped,Call before delivery.,23882
13178,2025-03-29,2025-04-12,2025-04-06,Shipped,Check stock before processing.,22692
13179,2025-03-02,2025-03-28,2025-03-08,Shipped,Verified credit before processing.,20866
13180,2025-03-07,2025-03-16,2025-03-15,Shipped,Please ship as soon as possible.,21179
13181,2026-01-02,2026-01-20,2026-01-09,Shipped,Backorder — ship when available.,24736
13182,2022-02-09,2022-02-27,,On Hold,Customer requested expedited shipping.,22182
13183,2026-01-22,2026-02-09,2026-01-28,Shipped,,23276
13184,2023-03-21,2023-04-17,2023-03-29,Shipped,Gift wrapping requested.,24512
13185,2026-03-20,2026-04-07,,Cancelled,Backorder — ship when available.,21589
13186,2022-02-18,2022-03-06,2022-02-27,Shipped,,24430
13187,2024-04-10,2024-04-25,2024-04-19,Disputed,,21985
13188,2025-08-08,2025-09-06,2025-08-09,Resolved,,20848
13189,2023-01-06,2023-01-27,2023-01-14,Shipped,Check stock before processing.,21184
13190,2024-06-18,2024-07-15,2024-06-22,Shipped,,24235
13191,2026-02-16,2026-03-03,2026-02-18,Shipped,Hold for customer confirmation.,20435
13192,2022-07-26,2022-08-14,2022-08-05,Disputed,Customer requested expedited shipping.,23852
13193,2024-05-17,2024-06-13,,In Process,,23425
13194,2022-02-13,2022-03-12,2022-02-23,Shipped,Gift wrapping requested.,22869
13195,2024-07-05,2024-07-13,,In Process,Call before delivery.,24047
13196,2025-09-12,2025-09-25,2025-09-18,Shipped,,21794
13197,2025-01-29,2025-02-10,2025-02-03,Resolved,,21910
13198,2025-06-21,2025-07-19,,In Process,,20017
13199,2023-06-05,2023-06-18,2023-06-08,Disputed,,21266
13200,2025-07-09,2025-08-04,2025-07-19,Resolved,,21084
13201,2024-05-08,2024-06-05,,On Hold,International shipment — customs docs needed.,21531
13202,2022-09-15,2022-09-26,2022-09-23,Shipped,,20560
13203,2023-08-16,2023-09-15,2023-08-18,Disputed,,24726
13204,2024-01-12,2024-02-01,2024-01-15,Shipped,Call before delivery.,24318
13205,2025-09-27,2025-10-23,2025-10-01,Disputed,Replacement for damaged order.,20267
13206,2026-01-02,2026-01-21,,Cancelled,,24358
13207,2023-06-26,2023-07-05,2023-06-27,Resolved,Customer will pick up at warehouse.,20221
13208,2022-11-25,2022-12-06,,On Hold,Gift wrapping requested.,24607
13209,2022-03-20,2022-03-29,2022-03-21,Shipped,Backorder — ship when available.,23566
13210,2023-01-22,2023-02-01,2023-01-24,Disputed,,23042
13211,2023-11-12,2023-12-02,2023-11-22,Disputed,,22661
13212,2022-04-13,2022-04-28,2022-04-16,Shipped,,21787
13213,2025-08-30,2025-09-15,2025-09-08,Disputed,,24420
13214,2025-01-26,2025-02-07,2025-01-30,Shipped,,22343
13215,2024-10-01,2024-10-17,2024-10-06,Shipped,Verified credit before processing.,23727
13216,2023-01-17,2023-01-28,,Cancelled,,21498
13217,2022-08-01,2022-08-09,2022-08-06,Shipped,Special discount applied.,24154
13218,2023-09-09,2023-09-22,2023-09-14,Shipped,Replacement for damaged order.,24263
13219,2024-04-10,2024-05-06,,On Hold,,23288
13220,2026-07-01,2026-07-15,2026-07-07,Shipped,Call before delivery.,20862
13221,2025-10-13,2025-10-26,2025-10-17,Shipped,Customer will pick up at warehouse.,21822
13222,2026-03-09,2026-03-23,,On Hold,,23384
13223,2023-08-13,2023-09-08,2023-08-19,Shipped,Gift wrapping requested.,21053
13224,2023-06-23,2023-07-13,2023-06-30,Shipped,,22108
13225,2024-12-14,2024-12-24,2024-12-24,Shipped,Hold for customer confirmation.,22494
13226,2025-03-28,2025-04-23,2025-04-07,Resolved,International shipment — customs docs needed.,23650
13227,2025-12-25,2026-01-12,2025-12-29,Shipped,,20168
13228,2024-06-03,2024-06-20,2024-06-04,Shipped,Gift wrapping requested.,22497
13229,2025-09-06,2025-10-03,2025-09-12,Shipped,Gift wrapping requested.,24467
13230,2023-03-23,2023-04-08,2023-03-30,Shipped,Special discount applied.,20069
13231,2024-07-01,2024-07-27,2024-07-04,Shipped,Customer requested expedited shipping.,20777
13232,2025-08-20,2025-09-09,2025-08-30,Shipped,International shipment — customs docs needed.,20908
13233,2022-08-18,2022-09-17,2022-08-25,Shipped,Gift wrapping requested.,22010
13234,2023-07-17,2023-08-16,,In Process,Please ship as soon as possible.,24277
13235,2025-11-21,2025-12-21,2025-11-30,Shipped,Call before delivery.,20849
13236,2024-06-24,2024-07-20,2024-07-01,Shipped,Priority customer — rush order.,23007
13237,2024-12-29,2025-01-13,,In Process,Customer requested expedited shipping.,24574
13238,2023-02-06,2023-03-05,2023-02-16,Shipped,,24260
13239,2022-10-06,2022-11-03,2022-10-07,Shipped,Gift wrapping requested.,22028
13240,2023-04-17,2023-05-12,2023-04-26,Shipped,,23244
13241,2023-08-02,2023-08-11,,Cancelled,Please ship as soon as possible.,21769
13242,2026-01-07,2026-01-25,,On Hold,,20976
13243,2022-10-31,2022-11-15,,Cancelled,,23582
13244,2023-03-29,2023-04-13,,On Hold,International shipment — customs docs needed.,24072
13245,2023-05-12,2023-05-27,2023-05-13,Shipped,Call before delivery.,22077
13246,2022-11-24,2022-12-04,,On Hold,Customer will pick up at warehouse.,24860
13247,2024-06-01,2024-06-14,2024-06-02,Shipped,Customer will pick up at warehouse.,24300
13248,2025-01-21,2025-01-30,2025-01-30,Shipped,,24058
13249,2023-03-13,2023-04-12,2023-03-16,Disputed,Priority customer — rush order.,24409
13250,2026-07-01,2026-07-09,2026-07-02,Shipped,Priority customer — rush order.,22601
13251,2026-01-16,2026-02-10,2026-01-18,Disputed,,20645
13252,2026-03-08,2026-03-17,,Cancelled,Call before delivery.,22790
13253,2026-01-25,2026-02-23,2026-01-29,Shipped,,23988
13254,2024-12-15,2024-12-26,2024-12-23,Shipped,,22857
13255,2024-08-08,2024-09-01,2024-08-16,Shipped,,24165
13256,2023-03-24,2023-04-13,2023-03-25,Shipped,Gift wrapping requested.,20339
13257,2022-09-21,2022-10-05,2022-09-30,Resolved,,21016
13258,2022-03-13,2022-04-05,2022-03-20,Shipped,Partial shipment approved by customer.,22116
13259,2026-03-06,2026-03-21,2026-03-14,Resolved,Priority customer — rush order.,23638
13260,2025-12-10,2025-12-30,2025-12-19,Shipped,Customer will pick up at warehouse.,24394
13261,2025-05-12,2025-06-03,,Cancelled,Call before delivery.,22144
13262,2024-04-06,2024-05-03,2024-04-12,Shipped,Priority customer — rush order.,22771
13263,2022-03-06,2022-03-23,,In Process,Call before delivery.,24706
13264,2024-06-20,2024-06-27,,Cancelled,Replacement for damaged order.,24732
13265,2024-12-22,2025-01-12,,In Process,,21199
13266,2023-01-19,2023-01-30,2023-01-29,Shipped,,22340
13267,2026-03-25,2026-04-19,2026-04-03,Shipped,Customer requested expedited shipping.,23905
13268,2026-01-19,2026-02-05,2026-01-21,Shipped,,24555
13269,2024-03-27,2024-04-15,,Cancelled,Verified credit before processing.,20591
13270,2024-12-02,2024-12-27,2024-12-05,Shipped,Fragile items — handle with care.,24221
13271,2023-05-14,2023-05-30,2023-05-20,Shipped,Fragile items — handle with care.,24821
13272,2022-06-21,2022-07-12,,On Hold,Customer requested expedited shipping.,21904
13273,2026-03-02,2026-03-12,2026-03-11,Shipped,Special discount applied.,23058
13274,2022-04-03,2022-04-23,2022-04-12,Shipped,Check stock before processing.,23667
